course_id,title,provider,course_length,effort,subject,price_origin,price,level,num_school,school_1,school_2,school_3,school_4,language,language_origin,url,name,bio,img,basic_info
178,Business Metrics for Data-Driven Companies,Coursera,4,"4 weeks, 3-5 hours per week",Data Analysis,Purchase Course ¡¤ US$79 USD,79,null,1,Duke University,,,,English,English,https://www.coursera.org/learn/analytics-business-metrics,"Daniel Egger, Executive in Residence and Director, Center for Quantitative Modeling","Pratt School of Engineering, Duke University",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d2/8dd470500f11e5a78fd13a80a4d3b4/Egger_Daniel_web.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Excel to MySQL: Analytic Techniques for Business Specialization.
178,Business Metrics for Data-Driven Companies,Coursera,4,"4 weeks, 3-5 hours per week",Data Analysis,Purchase Course ¡¤ US$79 USD,79,null,1,Duke University,,,,English,English,https://www.coursera.org/learn/analytics-business-metrics,"Jana Schaich Borg, Post-doctoral Fellow",Psychiatry and Behavioral Sciences,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a5/d5c550500f11e59e72391aa537f5c9/Jana-Schaich-Borg-2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Excel to MySQL: Analytic Techniques for Business Specialization.
179,Business Strategy,Coursera,4,"4 weeks of study, 4-6 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,University of Illinois at Urbana-Champaign,,,,English,English,https://www.coursera.org/learn/strategy-business,"Deepak Somaya, Professor of Business Administration","University of Illinois, Urbana-Champaign College of Business Department of Business Administration",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2f/036ec01c5911e6b8723341957cd3a2/deepak_resize.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 7 in the Strategic Leadership and Management Specialization.
180,Business Strategy Capstone,Coursera,8,"8 weeks of study, 2-4 hours/week",Business Strategy,null,149,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/business-strategy-capstone,"Michael Lenox, Senior Associate Dean and Chief Strategy Officer",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/34/398f9bb4f08c2b978affd9f8d04e19/Mike-Lenox__F3B3111.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Business Strategy Specialization.
180,Business Strategy Capstone,Coursera,8,"8 weeks of study, 2-4 hours/week",Business Strategy,null,149,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/business-strategy-capstone,"Jared Harris, Samuel L. Slover Research Chair in Business Administration",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6f/c91440524811e5a5072321239ff4d4/HarrisJared.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Business Strategy Specialization.
181,Business Writing,Coursera,4,"4 weeks of study, 1-3 hours/week",Business Essentials,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University of Colorado Boulder,,,,English,English,https://www.coursera.org/learn/writing-for-business,"Dr. Quentin McAndrew, Instructor","Department of English, University of Colorado Boulder",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/93/238670e0cb11e5a85677407d25ef02/Q-headshot2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,"Course 1 of 4 in the Effective Communication: Writing, Design, and Presentation Specialization."
182,Business of Games and Entrepreneurship,Coursera,4,null,Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/gamedev-business,"Casey O'Donnell, Associate Professor",Media and Information,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/3f/12f040250811e5924b6b710463aad5/Another_Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Game Design and Development Specialization.
183,C#ïïßí??,Coursera,13,null,Software Development,Purchase Course ¡¤ US$29 USD,29,Intermediate,1,Peking University,,,,Chinese (Simplified),Chinese (Simplified),https://www.coursera.org/learn/sheng-c-biancheng,"ÓÐÓÞÞÂ, ÚÏÞÍ",ÝÁÌÈÓÞ?ãáãÓÎ¡?Ðü??êÂ,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ef/fb6960a79e11e4b0138d63be7c15a2/IMG_0019-s.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,null
184,"C++ For C Programmers, Part A",Coursera,5,null,Software Development,Purchase Course ¡¤ US$49 USD,49,null,1,"University of California, Santa Cruz",,,,English,English,https://www.coursera.org/learn/c-plus-plus-a,"Ira Pohl, Professor",Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/57/d5ae53b0bb36d33988476ec25a9fd2/ira-soe.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
185,"C++ For C Programmers, Part B",Coursera,5,"5 weeks of study, 2-3 hours/week",Software Development,Purchase Course ¡¤ US$49 USD,49,null,1,"University of California, Santa Cruz",,,,English,English,https://www.coursera.org/learn/c-plus-plus-b,"Ira Pohl, Professor",Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/57/d5ae53b0bb36d33988476ec25a9fd2/ira-soe.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
186,C++ïïßí??,Coursera,12,Øßñ²4-8á³?,Software Development,Purchase Course ¡¤ US$29 USD,29,null,1,Peking University,,,,Chinese (Simplified),Chinese (Simplified),https://www.coursera.org/learn/cpp-chengxu-sheji,"Jiaying Liu ?Ê«çÀ, Üù?â£ Associate Professor",?ß©ÏõÎ¡?Ðü??Ï¼á¶ Institute of Computer Science & Technology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8e/e738e0817d11e3b3ba197ace7ec4cd/ljy.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 7 in the ïïßí???ß©Ûö Specialization.
186,C++ïïßí??,Coursera,12,Øßñ²4-8á³?,Software Development,Purchase Course ¡¤ US$29 USD,29,null,1,Peking University,,,,Chinese (Simplified),Chinese (Simplified),https://www.coursera.org/learn/cpp-chengxu-sheji,"Wei Guo Î¬?, ?? Lecturer",ãáãÓÎ¡?Ðü??êÂ School of Electronics Engineering and Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/7d/5ef5d0830411e39db1c74f9b12a932/potrait.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 7 in the ïïßí???ß©Ûö Specialization.
187,CAD/BIMãùÙâõÅïÚîöð¹£ºù´åöÎ¤ïï,Coursera,9,õÅùÊã§ãÁâ¦£º67 á³ãÁ£¬9ñÎîÜùÊã§£¬3-12á³ãÁ/ñÎ,Environmental Science and Sustainability,null,49,null,1,National Taiwan University,,,,Chinese (Traditional),Chinese (Traditional),https://www.coursera.org/learn/cad-bim-shiwu,"Þó?úç(Shang-Hsien Patrick Hsieh), ?â£ (Professor)",÷ÏÙÊÍïïïÍ§ (Civil Engineering),https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b1/323b20539111e49e7ea521c58e6bb8/DSC01248.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,Course 8 of 8 in the CAD/BIMÐüâúæ¨ëëéÄ Specialization.
188,CAPSTONE: Your Leadership Challenge,Coursera,6,"6 weeks of study, 3 hours/week",Leadership and Management,null,79,null,1,HEC Paris,,,,"English, Subtitles: French","English, Subtitles: French",https://www.coursera.org/learn/leadership-challenge,"Val?rie Gauthier, Associate Professor, HEC Paris",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d4/b11bd035f311e587401b4f7483ef08/VGAUTHIER_portrait_xsmallD-300-300.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 4 in the Inspirational Leadership: Leading with Sense Specialization.
189,CODAPPS: Coding mobile apps for entrepreneurs,Coursera,8,"8 weeks of study, 1-3 hours/week",Mobile and Web Development,Purchase Course ¡¤ US$49 USD,49,null,1,emlyon business school,,,,English,English,https://www.coursera.org/learn/codapps,"Clement Levallois, Assistant Professor",Markets and Innovation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/3a/608660472311e59f1785e046211ca2/round_portrait.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
190,Calculus One,Coursera,16,25 hours of videos and quizzes,Math and Logic,"Full Course, No Certificate",Free,null,1,The Ohio State University,,,,English,English,https://www.coursera.org/learn/calculus1,"Jim Fowler, Professor",Mathematics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f4/df8b4098aa11e3947fe5c736c11ca9/headshot-coursera.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
191,Calculus Two: Sequences and Series,Coursera,7,13 hours of videos and quizzes,Math and Logic,"Full Course, No Certificate",Free,null,1,The Ohio State University,,,,"English, Subtitles: Chinese (Simplified)","English, Subtitles: Chinese (Simplified)",https://www.coursera.org/learn/advanced-calculus,"Jim Fowler, Professor",Mathematics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f4/df8b4098aa11e3947fe5c736c11ca9/headshot-coursera.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
192,Calculus: Single Variable Part 1 - Functions,Coursera,4,6-8 hours/week,Math and Logic,"Full Course, No Certificate",Free,null,1,University of Pennsylvania,,,,"English, Subtitles: Chinese (Simplified)","English, Subtitles: Chinese (Simplified)",https://www.coursera.org/learn/single-variable-calculus,"Robert Ghrist, Professor",Mathematics and Electrical & Systems Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/45/9a93f4b6a7a096a9c2cab55c385d87/Robert-Ghrist.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
193,Calculus: Single Variable Part 2 - Differentiation,Coursera,3,6-8 hours/week,Math and Logic,"Full Course, No Certificate",Free,null,1,University of Pennsylvania,,,,"English, Subtitles: Chinese (Simplified)","English, Subtitles: Chinese (Simplified)",https://www.coursera.org/learn/differentiation-calculus,"Robert Ghrist, Professor",Mathematics and Electrical & Systems Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/45/9a93f4b6a7a096a9c2cab55c385d87/Robert-Ghrist.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
194,Calculus: Single Variable Part 3 - Integration,Coursera,4,6-8 hours/week,Math and Logic,"Full Course, No Certificate",Free,null,1,University of Pennsylvania,,,,English,English,https://www.coursera.org/learn/integration-calculus,"Robert Ghrist, Professor",Mathematics and Electrical & Systems Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/45/9a93f4b6a7a096a9c2cab55c385d87/Robert-Ghrist.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
195,Calculus: Single Variable Part 4 - Applications,Coursera,5,6-8 hours/week,Math and Logic,"Full Course, No Certificate",Free,null,1,University of Pennsylvania,,,,English,English,https://www.coursera.org/learn/applications-calculus,"Robert Ghrist, Professor",Mathematics and Electrical & Systems Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/45/9a93f4b6a7a096a9c2cab55c385d87/Robert-Ghrist.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
196,Calvin - Histoire et r?ception d'une R?forme,Coursera,5,null,History,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Geneva,,,,French,"French, Subtitles: English",https://www.coursera.org/learn/calvin,"Christophe Chalamet, Professeur de th?ologie syst?matique",Facult? de th?ologie,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8b/97db2adbd44f445e769682f1c93663/Chalamet.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
196,Calvin - Histoire et r?ception d'une R?forme,Coursera,5,null,History,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Geneva,,,,French,"French, Subtitles: English",https://www.coursera.org/learn/calvin,"Fran?ois Dermange, Professeur d'?thique",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/06/98b42cfe39b4ee65c24d85cde95209/Dermange.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
196,Calvin - Histoire et r?ception d'une R?forme,Coursera,5,null,History,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Geneva,,,,French,"French, Subtitles: English",https://www.coursera.org/learn/calvin,"Michel Grandjean, Professeur d'histoire du christianisme",Facult? de th?ologie,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/e3/d85e34ae8adb3786c269232e2ac300/Grandjean.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
196,Calvin - Histoire et r?ception d'une R?forme,Coursera,5,null,History,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Geneva,,,,French,"French, Subtitles: English",https://www.coursera.org/learn/calvin,"Sarah Nicolet, Collaboratrice scientifique",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f1/798155e1d73f8da3f1b4a048a49589/Nicolet.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
197,Camera Control,Coursera,4,"4 weeks of study, 1-3 hours/week",Music and Art,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/camera-control,"Peter Glendinning, Professor","Art, Art History, & Design",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/44db80c20811e59ea01d4f353a6e38/PETER-GLENDINNING-_c_-Breanna-Garvin.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Photography Basics and Beyond: From Smartphone to DSLR Specialization.
197,Camera Control,Coursera,4,"4 weeks of study, 1-3 hours/week",Music and Art,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/camera-control,"Mark Valentine Sullivan, Associate Professor",Music / Innovation Hub,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/df/dbe5c0c56411e59a98d1e1ac523544/MS-head444-300.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Photography Basics and Beyond: From Smartphone to DSLR Specialization.
198,"Cameras, Exposure, and Photography",Coursera,4,null,Music and Art,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/exposure-photography,"Peter Glendinning, Professor","Art, Art History, & Design",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/44db80c20811e59ea01d4f353a6e38/PETER-GLENDINNING-_c_-Breanna-Garvin.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Photography Basics and Beyond: From Smartphone to DSLR Specialization.
198,"Cameras, Exposure, and Photography",Coursera,4,null,Music and Art,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/exposure-photography,"Mark Valentine Sullivan, Associate Professor",Music / Innovation Hub,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/df/dbe5c0c56411e59a98d1e1ac523544/MS-head444-300.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Photography Basics and Beyond: From Smartphone to DSLR Specialization.
199,Capitalismo Consciente,Coursera,6,"6 semanas de estudo, 2 horas/semana",Business Strategy,Purchase Course ¡¤ US$29 USD,29,null,1,Insper,,,,Portuguese (Brazilian),Portuguese (Brazilian),https://www.coursera.org/learn/capitalismo-consciente,"Priscila Claro, Professora",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/14/caa2c0b63e11e5bd283755a7703f37/foto-priscila-menor.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
200,Capstone - Launch Your Own Business!,Coursera,6,"6 weeks of study, 3-4 hours/week",Entrepreneurship,null,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/start-your-own-business-project,"Ken Szymusiak, Managing Director, Institute for Entrepreneurship & Innovation",Broad College of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a6/bde450b48911e59eaffdd1e3640396/Kenny_twitter_400x400.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 6 in the How to Start Your Own Business Specialization.
